seq_id,ct10_id,municipal,nhd,county,years,pop,fi_p,unemp_p,pov_p,mhi,aa_p,lat_p,homeown_p,fi_num,snapbelowp,snapabovep,cost_index,short_week,short_year,weightcost,meal_gap,omad_goal,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
295,25009208400,Saugus,,Essex,2015,6154,7.3,7.5,1.4,98438,0.8,2.9,78.6,450,77.3,22.7,1.138,19.77,269000,3.34,80700,26900,1,5745,2252,0,119,0.0207137,0,0,0,0,0,0,1.5,99661,0,1,0,1,0,0,0,0,481.0325426,3302.993296,481.0325426,51.95813171,280.6560014,51.95813171,3302.993296,0.574933559,280.6560014,0.04885222,543.0824776,0.094531328,585.7921417,0.10196556,2991.817229,0.520768882,80.50049705,0.014012271,136.4221929,0.023746248,0,0,2.33328349,0.000406142,91.92011965,0.016000021,99.5763276,0.017332694,27.13410764,0.012048893,36.00777951,0.015989245,481.0325426,0.083730643,51.95813171,0.009044061,77.11794852,0.01342349,77.68051556,0.013521413,426.8894541,0.074306258,9.083103021,0.001581045,28.97692648,0.005043851,0,0,0,0,16.08305984,0.002799488,8.775897298,0.001527571,4.538931956,0.002015512,5.036634192,0.002236516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,924,1072,5219,142,213,0,3,168,190,53,65
296,25009209100,Lynnfield,,Essex,2015,6427,6.2,5,1.4,110705,3.7,2,79.3,400,77.3,22.7,1.138,19.77,239000,3.34,71600,23900,1,6088,2297,0,3,0.0004928,0,0,0,0,1,0,1.2,116833,1,1,1,1,1,0,0,1,2566.923844,5180.666986,2566.923844,175.4574269,375.5713802,175.4574269,5180.666986,0.850963697,375.5713802,0.061690437,1192.396399,0.195860118,886.0260419,0.145536472,4847.521076,0.796241964,36.04082873,0.005919978,206.2014509,0.033870146,0,0,1.419944771,0.000233237,89.48366217,0.014698368,98.07498669,0.016109558,155.1049788,0.067525023,13.19136837,0.005742868,2566.923844,0.421636637,175.4574269,0.028820208,603.2126766,0.09908224,386.9380257,0.063557494,2384.344587,0.391646614,23.25156095,0.003819245,109.6727888,0.018014584,0,0,0,0,49.65490194,0.008156193,60.18446976,0.009885754,81.63739644,0.035540878,6.574858921,0.002862368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,1419,1069,5708,38,241,0,2,99,123,184,16
297,25009209200,Lynnfield,,Essex,2015,5843,5.8,7.9,1.9,130655,0.8,1.1,92.8,340,77.3,22.7,1.138,19.77,203000,3.34,60900,20300,1,5508,1882,0,8,0.0014524,0,0,0,0,0,0,1.7,134000,1,1,1,1,1,0,0,0,5508.000039,5508.000039,5508.000039,248.4129921,248.4129921,248.4129921,5508.000039,1.000000007,248.4129921,0.045100398,1518.000012,0.275599131,978.0000067,0.177559914,5278.000038,0.958242563,20.00000026,0.003631082,138.0000017,0.025054467,0,0,3.000000045,0.000544662,69.00000055,0.012527233,79.00000069,0.014342774,10.17999999,0.005409139,23.66055546,0.012572027,5508.000039,1.000000007,248.4129921,0.045100398,1518.000012,0.275599131,978.0000067,0.177559914,5278.000038,0.958242563,20.00000026,0.003631082,138.0000017,0.025054467,0,0,3.000000045,0.000544662,69.00000055,0.012527233,79.00000069,0.014342774,10.17999999,0.005409139,23.66055546,0.012572027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,1518,978,5278,20,138,0,3,69,79,8,24
298,25009210100,Peabody,,Essex,2015,6437,4.7,4.5,5.7,93059,2.8,7.2,93.3,300,77.3,22.7,1.138,19.77,181000,3.34,54300,18100,1,6948,2471,0,16,0.0023028,0,0,0,0,1,0,5.4,112588,1,1,1,1,1,0,0,1,3101.499137,5612.31294,3101.499137,308.9940751,686.7037036,308.9940751,5612.31294,0.807759491,686.7037036,0.09883473,1167.28452,0.168002953,1008.18911,0.145104938,5379.545235,0.774258094,37.35686344,0.005376635,117.1971265,0.01686775,0,0,2.142071264,0.0003083,76.0716235,0.010948708,122.4284248,0.017620671,113.2583994,0.045835046,171.6456326,0.069464036,3101.499137,0.446387325,308.9940751,0.044472377,681.09727,0.098027817,569.5833954,0.081978036,2995.407861,0.431118,17.93367091,0.002581127,47.69703214,0.006864858,0,0,1,0.000143926,39.46055636,0.005679412,72.02741891,0.010366641,35.36636261,0.014312571,89.0174334,0.036024862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,1446,1246,6671,45,133,0,5,94,152,149,211
299,25009210200,Peabody,,Essex,2015,5237,3.7,1,5.9,95889,1.2,0.3,96.5,190,77.3,22.7,1.138,19.77,116000,3.34,34800,11600,1,5384,1965,0,131,0.0243314,0,0,0,0,0,0,6.6,108735,1,1,1,1,1,0,0,0,2656.389487,4889.524737,2656.389487,285.5433605,573.7900964,285.5433605,4889.524737,0.908158384,573.7900964,0.106573198,881.0468022,0.163641679,961.3523776,0.178557277,4670.649724,0.867505521,59.85822968,0.011117799,77.79499438,0.014449293,0,0,10.00000002,0.001857355,71.22177599,0.013228413,84.82848648,0.015755662,46.02442363,0.023422099,130.0297535,0.066172903,2656.389487,0.493385863,285.5433605,0.053035542,464.064865,0.086193326,557.8408209,0.103610851,2567.424849,0.47686197,20.72369046,0.003849125,29.00043066,0.00538641,0,0,3.892161001,0.000722913,35.34834208,0.006565442,38.83416718,0.007212884,29.14879191,0.014833991,71.81212392,0.03654561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,957,1151,5138,65,85,0,10,86,103,50,144
300,25009210300,Peabody,,Essex,2015,8448,13.3,8,7.6,51110,3.1,1.1,51.4,1120,77.3,22.7,1.138,19.77,674000,3.34,201800,67300,1,9110,4568,0,287,0.0315038,0,0,0,0,1,0,5.6,80410,1,1,1,1,1,0,0,1,2262.332947,6283.638373,2262.332947,99.51611183,910.2907209,99.51611183,6283.638373,0.689751742,910.2907209,0.099922143,881.1215376,0.096720257,1999.080634,0.21943805,5853.353561,0.642519601,121.401878,0.013326222,170.2622355,0.018689598,1.348587554,0.000148034,13.7927424,0.001514022,123.4793704,0.013554267,223.7819076,0.024564425,618.2918158,0.135352849,93.56375904,0.020482434,2262.332947,0.24833512,99.51611183,0.010923832,390.2635595,0.04283903,423.1206561,0.046445736,2084.602776,0.228825771,57.56386554,0.006318756,58.01167109,0.006367911,0,0,9.72353822,0.001067348,52.43111548,0.005755336,134.982451,0.014816954,24.68946311,0.005404874,28.48273358,0.006235274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,1203,3303,8333,263,270,3,19,222,338,940,136
301,25009210400,Peabody,,Essex,2015,7292,11.1,8.5,5.8,64125,4.5,4.6,63.7,810,77.3,22.7,1.138,19.77,485000,3.34,145400,48500,1,6823,2829,0,0,0,0,0,0,0,1,0,3.2,84449,1,1,1,1,1,0,0,1,1593.985512,6201.345002,1593.985512,282.4954435,877.5321721,282.4954435,6201.345002,0.908888319,877.5321721,0.128613831,1211.87407,0.177616015,1047.048926,0.153458732,5618.566657,0.823474521,162.5512624,0.023824016,157.6312713,0.023102927,1.99999994,0.000293126,7.006644957,0.001026916,253.5891548,0.037166811,303.5501754,0.044489253,114.9706775,0.040640042,176.4457708,0.062370368,1593.985512,0.233619451,282.4954435,0.041403407,313.135587,0.045894121,297.588585,0.043615504,1475.327774,0.216228605,33.64307712,0.004930834,36.68483366,0.005376643,0,0,1.999999993,0.000293126,46.32982306,0.006790242,58.29425238,0.008543786,44.32314932,0.015667426,43.81104271,0.015486406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,1320,1143,6190,182,164,2,8,277,336,152,203
302,25009210500,Peabody,,Essex,2015,6617,6,5,4,83858,2.9,3.4,88.4,400,77.3,22.7,1.138,19.77,238000,3.34,71300,23800,1,6438,2359,0,1,0.0001553,0,0,0,0,1,0,4.8,86402,1,1,1,1,1,0,0,1,6381.078863,6438.000056,6381.078863,678.3364769,685.7383962,678.3364769,6438.000056,1.000000009,685.7383962,0.106514196,1464,0.227399814,967.9999974,0.150357253,6084.000031,0.945013984,120.0000002,0.018639329,96.00000044,0.014911463,0,0,7.000000178,0.001087294,131.000001,0.020347934,205.0000007,0.031842187,147.3748686,0.06247345,118.4054051,0.05019305,6381.078863,0.991158568,678.3364769,0.105364473,1453.500228,0.225768908,960.7739097,0.149234842,6027.667276,0.936263945,119.9793814,0.018636126,95.98787174,0.014909579,0,0,6.997574439,0.001086917,130.4467346,0.020261997,203.50308,0.031609674,147.3748686,0.06247345,117.3140018,0.049730395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,1464,968,6084,120,96,0,7,131,205,140,117
303,25009210600,Peabody,,Essex,2015,4563,8.4,7.9,10.1,57383,5.5,26,58.3,380,77.3,22.7,1.138,19.77,230000,3.34,68800,22900,1,4095,1653,0,1,0.0002442,1,1,1,1,1,1,10.2,71458,1,1,1,1,1,0,0,1,1893.838547,4074.485522,1893.838547,638.3698044,1119.375664,638.3698044,4074.485522,0.99499036,1119.375664,0.27335181,867.4735386,0.21183725,709.9649253,0.173373608,3610.130368,0.881594717,108.0166616,0.026377695,34.89827552,0.008522167,0,0,9.999999883,0.002442002,311.4402211,0.076053778,379.1350422,0.09258487,115.7187369,0.070005285,327.7957169,0.198303519,1893.838547,0.462475836,638.3698044,0.155890062,443.6656106,0.10834325,329.7050767,0.08051406,1689.749649,0.412637277,50.67240875,0.012374215,16.89342177,0.004125378,0,0,4.901742471,0.001197007,131.6213288,0.032141961,166.4297458,0.040642185,68.55524508,0.041473228,148.2233302,0.089669286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,871,714,3628,109,35,0,10,313,381,121,344
304,25009210700,Peabody,,Essex,2015,4520,10.9,6.6,13.2,46955,2.5,23.6,37.8,490,77.3,22.7,1.138,19.77,296000,3.34,88500,29500,1,4001,1594,0,80,0.019995,0,1,0,0,0,1,11.6,55396,0,1,0,1,0,0,0,0,0,1985.840109,0,0,525.1104518,0,1985.840109,0.496335943,525.1104518,0.131244802,448.9403868,0.112207045,221.1241753,0.055267227,1655.679921,0.413816526,61.2448482,0.015307385,45.0560819,0.011261205,0,0,2.999999955,0.000749813,220.8592718,0.055201018,253.5674195,0.063376011,75.90647934,0.047620125,158.5280734,0.099452995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,942,375,3082,183,83,0,11,642,747,261,354
305,25009210800,Peabody,,Essex,2015,4810,14.9,2.2,23.5,31563,7.7,15.1,24.1,720,77.3,22.7,1.138,19.77,430000,3.34,128700,42900,1,4569,2253,0,0,0,0,1,0,1,1,1,17.5,47208,0,1,0,1,0,0,0,1,0,2389.668804,0,0,977.7476065,0,2389.668804,0.523017904,977.7476065,0.213995974,371.4595027,0.081299957,536.0566591,0.117324723,1934.13786,0.423317544,82.89349122,0.018142589,40.76629791,0.008922368,0,0,6.612282932,0.001447206,325.2588793,0.071188199,397.7064966,0.087044539,185.3266245,0.082257712,371.5710302,0.164922783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,790,878,3635,180,67,0,15,672,739,297,647
306,25009210900,Peabody,,Essex,2015,4141,10.6,6.7,11.7,61065,1.9,8.7,62.7,440,77.3,22.7,1.138,19.77,263000,3.34,78800,26300,1,3883,1621,0,4,0.0010301,0,1,0,1,1,1,11.1,71046,0,1,0,1,0,0,0,1,3.31788969,2448.831231,3.31788969,0.677001238,527.4347688,0.677001238,2448.831231,0.63065445,527.4347688,0.135831772,485.6398221,0.1250682,472.7003919,0.121735872,2298.574717,0.591958464,30.74407542,0.007917609,17.20388885,0.004430566,0,0,5.999999925,0.001545197,96.30853361,0.02480261,104.7323088,0.026972008,171.2526539,0.105646301,151.698277,0.093583144,3.31788969,0.000854466,0.677001238,0.00017435,0.296240151,7.63E-05,1.184960604,0.000305166,2.982150793,0.000768002,0.019749343,5.09E-06,0.039498687,1.02E-05,0,0,0,0,0.276490808,7.12E-05,0.138245404,3.56E-05,0.237470895,0.000146497,0.274883687,0.000169577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,789,742,3557,59,23,0,6,238,211,277,253
307,25009211100,Danvers,,Essex,2015,4067,8.9,6.4,3.6,76397,0.2,3.7,64.2,360,77.3,22.7,1.138,19.77,217000,3.34,65000,21700,1,3794,1508,0,247,0.0651028,0,0,0,0,0,0,5.9,93750,1,1,1,1,1,0,0,0,1545.574417,3476.29732,1545.574417,135.1280872,480.9943318,135.1280872,3476.29732,0.916261813,480.9943318,0.126777631,609.4430655,0.160633386,740.418408,0.195155089,3328.133179,0.877209589,47.66682826,0.01256374,37.84468645,0.009974878,0,0,1,0.000263574,61.65260842,0.016250029,78.50213672,0.020691127,82.16513449,0.054486163,105.7515126,0.070126998,1545.574417,0.407373331,135.1280872,0.035616259,270.0448164,0.07117681,375.3808492,0.098940656,1489.093613,0.392486456,20.24762428,0.005336749,10.16150766,0.00267831,0,0,0.545760512,0.000143848,25.5259087,0.006727968,24.21453068,0.006382322,8.54394541,0.005665746,41.71422509,0.027661953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,661,855,3622,53,50,0,1,68,86,122,119
308,25009211200,Danvers,,Essex,2015,6125,10.8,5.5,6.9,63258,4.7,1.3,60.3,660,77.3,22.7,1.138,19.77,397000,3.34,118800,39600,1,6100,2747,0,10,0.0016393,0,0,0,0,1,0,5.6,91287,0,1,0,1,0,0,0,1,315.2880501,3727.322981,315.2880501,82.16866751,713.2209246,82.16866751,3727.322981,0.611036554,713.2209246,0.116921463,825.1026606,0.135262731,516.9570383,0.084747055,3553.688167,0.582571831,28.45260045,0.004664361,59.94130837,0.009826444,0.999999978,0.000163934,8.647166528,0.001417568,75.59374031,0.012392416,92.16772932,0.015109464,128.6124523,0.04681924,166.0921139,0.060463092,315.2880501,0.051686566,82.16866751,0.013470273,85.46984698,0.01401145,32.4888573,0.005326042,301.3069916,0.049394589,0.256677777,4.21E-05,2.885946991,0.000473106,0.006169939,1.01E-06,3.999258757,0.000655616,6.833005697,0.001120165,5.591263058,0.000916601,12.13700222,0.004418275,12.29368825,0.004475314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1296,942,5829,54,83,1,13,120,144,225,275
309,25009211300,Danvers,,Essex,2015,6913,8.7,9.8,2.5,90022,0.3,2.2,81.3,600,77.3,22.7,1.138,19.77,361000,3.34,108000,36000,1,6967,2490,0,232,0.0332998,0,0,0,0,1,0,2.7,110804,1,1,1,1,1,0,0,1,5123.659523,6967.000027,5123.659523,398.9755054,511.6671548,398.9755054,6967.000027,1.000000004,511.6671548,0.073441532,1612.000004,0.23137649,1348.000003,0.193483566,6701.000008,0.96182001,33.00000035,0.004736616,168.0000012,0.024113679,0,0,2.000000035,0.000287068,63.00000055,0.00904263,112.9999997,0.01621932,145.5792245,0.058465552,96.00000031,0.038554217,5123.659523,0.735418333,398.9755054,0.057266471,1209.896586,0.173661057,887.2440255,0.127349508,4929.341253,0.707527092,19.22247884,0.002759075,126.1797309,0.018111057,0,0,1.509969322,0.000216732,47.40608007,0.006804375,80.07370786,0.011493284,112.0766888,0.045010718,69.07128913,0.027739474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1612,1348,6701,33,168,0,2,63,113,145,96
310,25009211401,Danvers,,Essex,2015,4074,14.2,9.5,11,77301,4.9,6.2,44.8,580,77.3,22.7,1.138,19.77,347000,3.34,103900,34600,1,3560,1394,0,257,0.072191,0,0,0,0,0,0,11.1,86971,0,1,0,1,0,0,0,0,355.856928,2626.064298,355.856928,66.36656698,489.7554528,66.36656698,2626.064298,0.737658511,489.7554528,0.137571756,513.5518836,0.144256147,354.336589,0.09953275,2429.341335,0.682399252,46.84750245,0.013159411,86.01883463,0.024162594,2.653188585,0.000745278,2.493872165,0.000700526,58.70956941,0.016491452,87.67738261,0.024628478,62.435489,0.04478873,47.39079252,0.033996264,355.856928,0.099959811,66.36656698,0.018642294,66.1539367,0.018582566,53.65985469,0.015072993,334.1555525,0.093863919,3.01179009,0.000846008,13.80860852,0.003878823,0.05122524,1.44E-05,1.095679494,0.000307775,3.734061592,0.001048894,19.5406734,0.005488953,9.071730041,0.006507697,6.885770947,0.004939577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,728,452,3273,75,112,3,3,94,136,83,63
311,25009211402,Danvers,,Essex,2015,6221,6.5,5.9,1.5,84041,0.7,2.2,82.6,400,77.3,22.7,1.138,19.77,243000,3.34,72600,24200,1,6072,2476,0,101,0.0166337,0,0,0,0,0,0,2.8,94875,0,1,0,1,0,0,0,0,203.7326117,2814.203686,203.7326117,24.2413504,266.9249297,24.2413504,2814.203686,0.46347228,266.9249297,0.043959969,642.1763784,0.105760273,487.7317552,0.080324729,2664.314232,0.438786929,34.7710607,0.005726459,51.82559748,0.008535177,0,0,4.858406225,0.000800133,58.4343935,0.009623583,67.49737835,0.011116169,20.01279504,0.008082712,39.46214965,0.015937863,203.7326117,0.033552802,24.2413504,0.003992317,53.98630986,0.008891026,16.85080526,0.002775166,191.5500044,0.031546443,1.585985854,0.000261197,6.591710122,0.001085591,0,0,0.336973173,5.55E-05,3.667941231,0.000604075,2.927495001,0.00048213,0.794453067,0.000320861,2.853600991,0.001152504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1259,1185,5802,67,87,0,11,105,139,68,87
312,25009212100,Middleton,,Essex,2015,9436,5.8,5.8,5.2,108622,5,9.8,82.5,550,77.3,22.7,1.138,19.77,328000,3.34,98300,32800,1,8987,2898,0,1215,0.1351953,0,0,0,0,0,0,4.7,116164,1,1,1,1,1,0,0,0,5825.90251,8426.354051,5825.90251,880.5588133,1149.814101,880.5588133,8426.354051,0.937615895,1149.814101,0.127941927,1816.13579,0.202084766,1061.215944,0.118083448,7528.545832,0.837715125,200.1593088,0.022272094,190.2976419,0.021174768,2.999999862,0.000333815,42.92104755,0.004775904,461.4302265,0.051344189,630.6212453,0.070170384,63.37657465,0.021869073,149.2210602,0.051491049,5825.90251,0.648258875,880.5588133,0.097981397,1398.111975,0.155570488,574.810983,0.063960274,5280.189738,0.587536412,113.3988706,0.012618101,128.9669659,0.014350391,1.658579528,0.000184553,24.94805356,0.002776016,276.7403148,0.030793403,363.477709,0.040444832,36.53538256,0.012607102,99.271278,0.034255099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,1922,1208,8063,204,204,3,43,470,640,69,149
313,25009213100,Boxford,,Essex,2015,8138,4.7,7.1,2.7,140268,0,1.4,98.1,380,77.3,22.7,1.138,19.77,229000,3.34,68700,22900,0,7961,2687,0,0,0,0,0,0,0,0,0,2.8,147396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7960.99999,0.999999999,473.8704617,0.059523987,2240.999997,0.281497299,1049.000005,0.131767367,7681.000008,0.96482854,37.00000013,0.004647657,122.9999992,0.01545032,0,0,4.999999961,0.000628062,115.0000003,0.014445421,145.0000003,0.018213792,12.11785736,0.004509809,50.29951362,0.018719581,7959.339144,0.999791376,473.749975,0.059508853,2240.545199,0.281440171,1048.848406,0.131748324,7679.366726,0.96462338,37.00000013,0.004647657,122.9862175,0.015448589,0,0,4.999999961,0.000628062,114.9862186,0.01444369,144.9862185,0.018212061,12.11785736,0.004509809,50.28925722,0.018715764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,2241,1049,7681,37,123,0,5,115,145,13,50
314,25009214100,Boxford; Topsfield,,Essex,2015,6379,4.9,3.7,5.3,114565,0.9,0.5,92.5,310,77.3,22.7,1.138,19.77,187000,3.34,56100,18700,1,6089,2091,0,149,0.0244704,0,0,0,0,0,0,5.3,140037,1,1,1,1,1,0,0,0,5905.599113,6056.070118,5905.599113,502.2372083,510.110691,502.2372083,6056.070118,0.994591906,510.110691,0.083775775,1636.680774,0.268793032,1046.142002,0.171808508,5856.160981,0.961760713,34.96736445,0.005742711,76.94176478,0.012636191,0,0,4.999999858,0.000821153,82.99999913,0.013631138,111.6101617,0.018329802,38.13409145,0.018237251,39.19943335,0.01874674,5905.599113,0.969879966,502.2372083,0.082482708,1600.409787,0.262836227,1028.38295,0.168891928,5710.783158,0.937885229,31.19383544,0.005122982,75.62211208,0.012419463,0,0,4.999999858,0.000821153,82.99999913,0.013631138,109.7493915,0.018024206,38.13409145,0.018237251,38.41889011,0.018373453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,1645,1052,5889,35,77,0,5,83,112,42,41
315,25009215101,Hamilton,,Essex,2015,4914,7.8,5.9,8,125703,3.4,2,79.4,380,77.3,22.7,1.138,19.77,230000,3.34,68800,22900,0,4896,1636,0,140,0.0285948,0,0,0,0,0,0,3.7,131719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4506.322568,0.920409021,639.6097449,0.130639245,1226.021259,0.250412839,493.8325549,0.100864492,4041.151782,0.825398648,37.16725605,0.007591351,363.5017789,0.074244644,0,0,14.00000006,0.002859477,50.50177099,0.010314904,52.93343572,0.010811568,4.333570926,0.002648882,44.03147808,0.026914106,4141.858496,0.84596783,603.1050142,0.123183214,1117.020392,0.22814959,447.0222842,0.091303571,3694.578586,0.754611639,32.97330091,0.006734743,356.9645062,0.072909417,0,0,13.99995039,0.002859467,43.34217045,0.008852567,43.6172173,0.008908745,0.858285026,0.000524624,40.53460632,0.024776654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,1359,537,4412,41,375,0,14,54,64,9,50
316,25009215102,Hamilton,,Essex,2015,3188,5.8,2.4,6.3,94755,1.2,2.2,80.8,180,77.3,22.7,1.138,19.77,111000,3.34,33200,11100,1,2868,1056,0,8,0.0027894,0,0,0,0,0,0,2.5,118205,1,1,1,1,1,0,0,0,1001.667339,2108.951945,1001.667339,28.90344136,63.48953109,28.90344136,2108.951945,0.735338893,63.48953109,0.022137214,561.5199116,0.195787975,278.9195061,0.097252269,2030.66993,0.708043909,3.999999884,0.0013947,40.97383971,0.014286555,0,0,0,0,33.30819194,0.011613735,47.8958873,0.0167001,17.09485399,0.016188309,7.319554141,0.006931396,1001.667339,0.349256395,28.90344136,0.010077908,273.1759002,0.095249617,116.9007309,0.040760366,961.5567676,0.335270839,3.999999884,0.0013947,22.32650796,0.007784696,0,0,0,0,13.78406362,0.004806159,29.1018759,0.010147098,3.703080955,0.003506705,3.452305926,0.003269229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,746,403,2763,5,48,0,0,52,57,48,11
