scope,emissions_category,emissions_source,sub_activity,activity,sub_bu,last_bu,bu,value
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.53672899
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.58285133
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.59043385
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.65664709
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.7024189
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.70540763
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.71016746
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.76365093
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.76734071
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,15.8897464
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.775366
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.80634177
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.88902991
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.9518301
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.9518301
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2.97110924
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.04667609
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.22679307
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.22854572
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.24378454
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,17.041225
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.37506718
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.38722503
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.45753394
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.68978762
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.68978762
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,3.76893356
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.0748723
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.07553647
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.10295159
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.11466666
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,17.1002014
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.24019324
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.33623841
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.34288003
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.42774514
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.42774514
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.46739191
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.52367962
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.5518327
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.61223452
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.7967239
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,22.5405409
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,4.88828598
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.07345798
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.08054237
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.15898725
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.19924284
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.38506054
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.46084878
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.53468143
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.53468143
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.53468143
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,23.9851285
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.53468143
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.62652024
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.63104023
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.63952674
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,5.89275687
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,6.11407033
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,6.14511989
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,6.15432591
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,6.35362979
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,6.45710988
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,25.1594619
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,6.51212462
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,6.74795739
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.01566993
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.19508586
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.19508586
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.19508586
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.19508586
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.19508586
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.22917949
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.22917949
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,26.8843828
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.28733055
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.32747544
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.36957591
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.39863299
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.40861387
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.57696043
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.88640447
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,7.98732016
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.18645799
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.27565861
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,27.2677293
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.30202214
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.30202214
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.67096401
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.85550873
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.87995358
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.9264449
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.95063146
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,8.96876677
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.22446905
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.22446905
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,32.4812413
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.22446905
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.22446905
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.2244875
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.5509968
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.66724356
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.76965362
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,9.94513992
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.0505018
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.1174899
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.146916
Scope 3,Business Travel,Air Travel - SelfMng,Air Travel: Production,Air Travel,Transportation,Self Mng. Transportation,Production,9.5378168
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,41.3661869
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.146916
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.146916
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.4784618
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.497538
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.5705036
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.6121428
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.6571398
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.7271535
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.8107825
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.8387327
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,41.5873101
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,10.8816449
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.0693444
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.0693629
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.0693629
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.0693629
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.0693629
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.0693629
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.1873992
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.2737402
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.5305863
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,45.9036258
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.534682
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.5532047
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.8073204
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,11.9917913
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,12.2270337
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,12.2992798
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,12.3898456
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,12.744674
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,12.9142567
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,12.9142751
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,54.2730136
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,13.2094581
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,13.6817325
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,13.741341
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,13.8205977
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,13.8367036
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,13.8583442
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.1498559
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.4583405
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.6395276
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.7591505
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,69.191089
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.7591505
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.7591505
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.7591689
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,14.9436399
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,15.3126186
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,15.6815974
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,15.7380327
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,15.8023088
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,16.1653654
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,16.3027362
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,103.022889
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,16.382657
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,16.6040443
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,17.6999112
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,18.4355811
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,18.4489381
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,18.7256722
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,18.8179169
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,18.8194481
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,19.371385
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,19.5484948
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,132.673129
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,19.5802085
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,20.9969578
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,21.2713489
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,21.4798219
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,21.5147273
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,21.6715064
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,21.9182609
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,22.1387073
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,22.5361343
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,22.6202615
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,132.314231
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,22.8241407
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,23.3073737
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,23.3379067
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,23.5039471
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,23.5151272
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,23.8913748
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,23.9836195
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,23.9836195
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,24.447924
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,24.5804796
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,147.324799
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,24.9978868
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,25.311611
